0.000000e+00 0.000000e+00 -4.729727e+01
0.000000e+00 0.000000e+00 -4.709727e+01
0.000000e+00 0.000000e+00 -4.689727e+01
0.000000e+00 0.000000e+00 -4.669727e+01
0.000000e+00 0.000000e+00 -4.649727e+01
0.000000e+00 0.000000e+00 -4.629727e+01
0.000000e+00 0.000000e+00 -4.609727e+01
0.000000e+00 0.000000e+00 -4.589727e+01
0.000000e+00 0.000000e+00 -4.569727e+01
0.000000e+00 0.000000e+00 -4.549727e+01
0.000000e+00 0.000000e+00 -4.529727e+01
0.000000e+00 0.000000e+00 -4.509727e+01
0.000000e+00 0.000000e+00 -4.489727e+01
0.000000e+00 0.000000e+00 -4.469727e+01
0.000000e+00 0.000000e+00 -4.449727e+01
0.000000e+00 0.000000e+00 -4.429727e+01
0.000000e+00 0.000000e+00 -4.409727e+01
0.000000e+00 0.000000e+00 -4.389727e+01
0.000000e+00 0.000000e+00 -4.369727e+01
0.000000e+00 0.000000e+00 -4.349727e+01
0.000000e+00 0.000000e+00 -4.329727e+01
0.000000e+00 0.000000e+00 -4.309727e+01
0.000000e+00 0.000000e+00 -4.289727e+01
0.000000e+00 0.000000e+00 -4.269727e+01
0.000000e+00 0.000000e+00 -4.249727e+01
0.000000e+00 0.000000e+00 -4.229727e+01
0.000000e+00 0.000000e+00 -4.209727e+01
0.000000e+00 0.000000e+00 -4.189727e+01
0.000000e+00 0.000000e+00 -4.169727e+01
0.000000e+00 0.000000e+00 -4.149727e+01
0.000000e+00 0.000000e+00 -4.129727e+01
0.000000e+00 0.000000e+00 -4.109727e+01
0.000000e+00 0.000000e+00 -4.089727e+01
0.000000e+00 0.000000e+00 -4.069727e+01
0.000000e+00 0.000000e+00 -4.049727e+01
0.000000e+00 0.000000e+00 -4.029727e+01
0.000000e+00 0.000000e+00 -4.009727e+01
0.000000e+00 0.000000e+00 -3.989727e+01
0.000000e+00 0.000000e+00 -3.969727e+01
0.000000e+00 0.000000e+00 -3.949727e+01
0.000000e+00 0.000000e+00 -3.929727e+01
0.000000e+00 0.000000e+00 -3.909727e+01
