1.343249e+00 2.108479e+00 1.090831e-01
1.433941e+00 2.047880e+00 2.181662e-01
1.521904e+00 1.983383e+00 3.272492e-01
1.606969e+00 1.915111e+00 4.363323e-01
1.688976e+00 1.843193e+00 5.454154e-01
1.767767e+00 1.767767e+00 6.544985e-01
1.843193e+00 1.688976e+00 7.635815e-01
1.915111e+00 1.606969e+00 8.726646e-01
1.983383e+00 1.521904e+00 9.817477e-01
2.047880e+00 1.433941e+00 1.090831e+00
2.108479e+00 1.343249e+00 1.199914e+00
2.165064e+00 1.250000e+00 1.308997e+00
2.217527e+00 1.154372e+00 1.418080e+00
2.265769e+00 1.056546e+00 1.527163e+00
2.309699e+00 9.567086e-01 1.636246e+00
2.349232e+00 8.550504e-01 1.745329e+00
2.384292e+00 7.517645e-01 1.854412e+00
2.414815e+00 6.470476e-01 1.963495e+00
2.440740e+00 5.410990e-01 2.072578e+00
2.462019e+00 4.341204e-01 2.181662e+00
2.478612e+00 3.263155e-01 2.290745e+00
2.490487e+00 2.178894e-01 2.399828e+00
2.497621e+00 1.090485e-01 2.508911e+00
2.500000e+00 -4.857226e-16 2.617994e+00
2.497621e+00 -1.090485e-01 2.727077e+00
2.490487e+00 -2.178894e-01 2.836160e+00
2.478612e+00 -3.263155e-01 2.945243e+00
2.462019e+00 -4.341204e-01 3.054326e+00
2.440740e+00 -5.410990e-01 3.163409e+00
2.414815e+00 -6.470476e-01 3.272492e+00
2.384292e+00 -7.517645e-01 3.381575e+00
2.349232e+00 -8.550504e-01 3.490659e+00
2.309699e+00 -9.567086e-01 3.599742e+00
2.265769e+00 -1.056546e+00 3.708825e+00
2.217527e+00 -1.154372e+00 3.817908e+00
2.165064e+00 -1.250000e+00 3.926991e+00
2.108479e+00 -1.343249e+00 4.036074e+00
2.047880e+00 -1.433941e+00 4.145157e+00
1.983383e+00 -1.521904e+00 4.254240e+00
1.915111e+00 -1.606969e+00 4.363323e+00
1.843193e+00 -1.688976e+00 4.472406e+00
1.767767e+00 -1.767767e+00 4.581489e+00
1.688976e+00 -1.843193e+00 4.690572e+00
1.606969e+00 -1.915111e+00 4.799655e+00
1.521904e+00 -1.983383e+00 4.908739e+00
1.433941e+00 -2.047880e+00 5.017822e+00
1.343249e+00 -2.108479e+00 5.126905e+00
1.250000e+00 -2.165064e+00 5.235988e+00
1.154372e+00 -2.217527e+00 5.345071e+00
1.056546e+00 -2.265769e+00 5.454154e+00
9.567086e-01 -2.309699e+00 5.563237e+00
8.550504e-01 -2.349232e+00 5.672320e+00
7.517645e-01 -2.384292e+00 5.781403e+00
6.470476e-01 -2.414815e+00 5.890486e+00
5.410990e-01 -2.440740e+00 5.999569e+00
4.341204e-01 -2.462019e+00 6.108652e+00
3.263155e-01 -2.478612e+00 6.217735e+00
2.178894e-01 -2.490487e+00 6.326819e+00
1.090485e-01 -2.497621e+00 6.435902e+00
1.263304e-15 -2.500000e+00 6.544985e+00
-1.090485e-01 -2.497621e+00 6.654068e+00
-2.178894e-01 -2.490487e+00 6.763151e+00
-3.263155e-01 -2.478612e+00 6.872234e+00
-4.341204e-01 -2.462019e+00 6.981317e+00
-5.410990e-01 -2.440740e+00 7.090400e+00
-6.470476e-01 -2.414815e+00 7.199483e+00
-7.517645e-01 -2.384292e+00 7.308566e+00
-8.550504e-01 -2.349232e+00 7.417649e+00
-9.567086e-01 -2.309699e+00 7.526732e+00
-1.056546e+00 -2.265769e+00 7.635815e+00
-1.154372e+00 -2.217527e+00 7.744899e+00
-1.250000e+00 -2.165064e+00 7.853982e+00
-1.343249e+00 -2.108479e+00 7.963065e+00
-1.433941e+00 -2.047880e+00 8.072148e+00
-1.521904e+00 -1.983383e+00 8.181231e+00
-1.606969e+00 -1.915111e+00 8.290314e+00
-1.688976e+00 -1.843193e+00 8.399397e+00
-1.767767e+00 -1.767767e+00 8.508480e+00
-1.843193e+00 -1.688976e+00 8.617563e+00
-1.915111e+00 -1.606969e+00 8.726646e+00
-1.983383e+00 -1.521904e+00 8.835729e+00
-2.047880e+00 -1.433941e+00 8.944812e+00
-2.108479e+00 -1.343249e+00 9.053895e+00
-2.165064e+00 -1.250000e+00 9.162979e+00
-2.217527e+00 -1.154372e+00 9.272062e+00
-2.265769e+00 -1.056546e+00 9.381145e+00
-2.309699e+00 -9.567086e-01 9.490228e+00
-2.349232e+00 -8.550504e-01 9.599311e+00
-2.384292e+00 -7.517645e-01 9.708394e+00
-2.414815e+00 -6.470476e-01 9.817477e+00
-2.440740e+00 -5.410990e-01 9.926560e+00
-2.462019e+00 -4.341204e-01 1.003564e+01
-2.478612e+00 -3.263155e-01 1.014473e+01
-2.490487e+00 -2.178894e-01 1.025381e+01
-2.497621e+00 -1.090485e-01 1.036289e+01
-2.500000e+00 -5.857277e-15 1.047198e+01
-2.497621e+00 1.090485e-01 1.058106e+01
-2.490487e+00 2.178894e-01 1.069014e+01
-2.478612e+00 3.263155e-01 1.079922e+01
-2.462019e+00 4.341204e-01 1.090831e+01
-2.440740e+00 5.410990e-01 1.101739e+01
-2.414815e+00 6.470476e-01 1.112647e+01
-2.384292e+00 7.517645e-01 1.123556e+01
-2.349232e+00 8.550504e-01 1.134464e+01
-2.309699e+00 9.567086e-01 1.145372e+01
-2.265769e+00 1.056546e+00 1.156281e+01
-2.217527e+00 1.154372e+00 1.167189e+01
-2.165064e+00 1.250000e+00 1.178097e+01
-2.108479e+00 1.343249e+00 1.189006e+01
-2.047880e+00 1.433941e+00 1.199914e+01
-1.983383e+00 1.521904e+00 1.210822e+01
-1.915111e+00 1.606969e+00 1.221730e+01
-1.843193e+00 1.688976e+00 1.232639e+01
-1.767767e+00 1.767767e+00 1.243547e+01
-1.688976e+00 1.843193e+00 1.254455e+01
-1.606969e+00 1.915111e+00 1.265364e+01
-1.521904e+00 1.983383e+00 1.276272e+01
-1.433941e+00 2.047880e+00 1.287180e+01
-1.343249e+00 2.108479e+00 1.298089e+01
-1.250000e+00 2.165064e+00 1.308997e+01
-1.154372e+00 2.217527e+00 1.319905e+01
-1.056546e+00 2.265769e+00 1.330814e+01
-9.567086e-01 2.309699e+00 1.341722e+01
-8.550504e-01 2.349232e+00 1.352630e+01
-7.517645e-01 2.384292e+00 1.363538e+01
-6.470476e-01 2.414815e+00 1.374447e+01
-5.410990e-01 2.440740e+00 1.385355e+01
-4.341204e-01 2.462019e+00 1.396263e+01
-3.263155e-01 2.478612e+00 1.407172e+01
-2.178894e-01 2.490487e+00 1.418080e+01
-1.090485e-01 2.497621e+00 1.428988e+01
-9.341027e-15 2.500000e+00 1.439897e+01
1.090485e-01 2.497621e+00 1.450805e+01
2.178894e-01 2.490487e+00 1.461713e+01
3.263155e-01 2.478612e+00 1.472622e+01
4.341204e-01 2.462019e+00 1.483530e+01
5.410990e-01 2.440740e+00 1.494438e+01
